Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
55,41,0.3009,246.7,828.9,0.2131,0.999772,"Q15233;Q15233-2 P23246;P23246-2 P26599;P26599-2;P26599-3 Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5 Q16630-2;Q16630;Q16630-3 O75533 P84103-2;P84103 Q96HJ9-2;Q9Y383-3 Q8WYA6;Q8WYA6-4;Q8WYA6-2;Q8WYA6-3 Q01081;Q01081-4 Q9UHX1-2;Q9UHX1-4 O75400 Q07955;Q07955-3;Q07955-2 Q92945 P08621;P08621-2;P08621-3 Q15637-6;Q15637-2;Q15637-3;Q15637;Q15637-7 Q9P2I0 Q92797 Q01780;Q01780-2 O43809 Q01130;Q01130-2 Q8IWX8 O15042-2;O15042;O15042-3 P26368-2;P26368 P62995;P62995-3 O75494-3;O75494-4;O75494 Q7L014 Q9NYF8-2;Q9NYF8;Q9NYF8-4 Q96AE4 Q13547 Q96PK6 Q14839;Q14839-2 Q15424-4;Q15424;Q15424-3;Q15424-2 Q96T37-4;Q96T37-2;Q96T37-3;Q96T37 P55081 Q9UKF6 O75937 O43660;O43660-2 O43395 P18583-5;P18583-7;P18583;P18583-9;P18583-2;P18583-10;P18583-4 Q5VTL8;Q5VTL8-2"
56,30,0.3041,132.3,305.5,0.2658,0.173914,"Q9Y5J1 Q5QJE6 Q8NI36 Q15269 Q9H8H0 Q9H583 Q15061 Q9UNX4 O15213 Q8NEJ9-2;Q8NEJ9 Q9NQ55-2;Q9NQ55;Q9NQ55-3 Q9H6R4-4;Q9H6R4;Q9H6R4-2;Q9H6R4-3 Q12788 Q8TED0;Q8TED0-3;Q8TED0-2 Q969X6;Q969X6-3;Q969X6-2 Q9NV31 Q9NV06 Q9NYH9 Q5JTH9;Q5JTH9-3;Q5JTH9-2 Q9H0A0;Q9H0A0-2 Q8IWA0 Q9UHA3 Q9BQG0;Q9BQG0-2 Q96GQ7 O75691 Q14690 O43818 Q9Y3T9 Q9H7B2 Q9UMY1;Q9UMY1-2"
57,24,0.3012,83.13,544.3,0.1231,0.999901,"Q6P2Q9 O75643 P62308;A8MWD9 P62304 P62306 P62316 P62318-2;P62318 O95777 Q9Y3B4 Q15029-2;Q15029;Q15029-3 Q9BUQ8 Q16629-3;Q16629-2;Q16629-4;Q16629 Q12874 O94906;O94906-2 Q13769 Q9UMS4 Q08211 Q7RTV0 Q15393 O60306 O43172-2;O43172 Q9NW64;Q9NW64-2 Q6PJT7;Q6PJT7-5 Q86W42;Q86W42-3"
58,62,0.3007,568.6,3750,0.1280,1.00000,"P48553 P51668 O95248;O95248-4 Q8N6L1;Q8N6L1-2 Q9P2A4 Q96AJ9-1;Q96AJ9 O75688;O75688-4;O75688-5 Q9Y5U9 Q9BYC8 Q9Y6G5 Q16774 Q9GZQ3 Q9BU61;Q9BU61-2 Q7Z4G1;Q7Z4G1-2 Q8WUH2 Q10469 Q5TEU4 Q969J3;Q969J3-2 Q86VX2-2;Q86VX2 Q9BQ48 Q9UI14 Q70IA6;Q70IA6-3;Q70IA6-2 Q7Z7F7;Q7Z7F7-2 Q969Q5 Q2VPB7 Q9NX47 Q9HAN9 Q9Y6K0 Q8TDH9;Q8TDH9-2;Q8TDH9-3 Q3KRA6 Q9NYR9-2;Q9NYR9;Q9NYR9-3 Q86YV9 P63272 Q2KHT3 P49768-2;P49768;P49768-7;P49768-6;P49768-3;P49768-5 O95772-2 Q9BRT3 Q9BPX5 Q8N668;Q8N668-2 Q96B45 A6ZKI3 P24723;P24723-2 Q14249 P56962 Q68DK2;Q68DK2-2 Q01968-2;Q01968 O94903 Q9NVV0 Q969F9 Q8TAF3;Q8TAF3-3;Q8TAF3-4;Q8TAF3-5 Q8IYB7;Q8IYB7-2 Q9UBI1 Q9NUL5;Q9NUL5-3;Q9NUL5-2;Q9NUL5-4 Q9NR77 Q5W111;Q5W111-2 Q8WUH6 Q7Z7A3 Q96QG7;Q96QG7-2 Q13630 Q9Y6W3 Q9BRP4;Q9BRP4-2 P35240-8;P35240-3;P35240;P35240-2;P35240-5;P35240-6"
59,13,0.3012,23.49,370.1,0.05599,0.999864,"Q96SB8;Q96SB8-2 Q8IY18 Q05DH4 Q9NVM6 O95619 Q8TF68;Q8TF68-3;Q8TF68-2 Q6KC79;Q6KC79-2 Q14119 O95926;O95926-2 Q9GZS1-2;Q9GZS1 Q6P1X5 Q8NFH5 O15379;O15379-2"
60,10,0.3025,13.61,205.3,0.05697,0.992990,"Q9H840 Q99614 Q8N9N2-2;Q8N9N2 Q9Y3C0 Q9C0E8;Q9C0E8-4;Q9C0E8-3 O75381-2;O75381 Q9NWS0 Q9NZW5 Q92609;Q92609-2 Q8TEA7-3;Q8TEA7-2;Q8TEA7"
61,87,0.3000,1122,2067,0.3337,0.00512253,"P47985 P14927 Q9P0J0;Q9P0J0-2 P17568 Q9Y6M9 Q16718;Q16718-2 P19404 Q86Y39;Q86Y39-2 O95169-3;O95169;O95169-2 Q9BV79;Q9BV79-2 Q99643 O43678;O43678-2 O95139;O95139-2 Q9UI09 O43920 O95298;E9PQ53;O95298-2;O95298-3 O43181 P21912 P51970 O75380 O43676 Q92506 Q8N4T8;Q8N4T8-2 O95167 Q9BV81 P17152 O75438;O75438-2 Q9P0S9 Q9H2K0 O00217 Q5TGZ0 O95168;O95168-2 Q99766 P03915 O14521-2;O14521;O14521-4 Q16795 Q9NZJ6 Q96AQ8 Q9HBL7 P03886 P56134-2;P56134-4 O96000;O96000-2 Q6P4A7;Q6P4A7-3 P21953 P03891 Q8N2U0 O75414 Q9Y2G5 O75251;O75251-2 Q16854;Q16854-2;Q16854-3;Q16854-5 Q86SZ2;Q86SZ2-2 Q16134 Q96A57-2;Q96A57 O14966;O14966-2;O14966-3 Q9NWU1;Q9NWU1-2 Q96PE7 Q9NTG7 P00395 P03905 P50336 O75431;O75431-2 Q9Y4E6-2;Q9Y4E6 Q9H061;Q9H061-2 Q16611;Q16611-2 Q8NCN5 Q13232 Q96ND0 Q8IXI2-3;Q8IXI2-2;Q8IXI2-5;Q8IXI2-7;Q8IXI2 Q9NXS2;Q9NXS2-3 Q14728 Q7L592 O96011;O96011-2 O15254;O15254-2 Q9H0V9;Q9H0V9-2;Q9H0V9-3 Q9Y241;Q9Y241-2 Q9H7Z7 Q96I59 Q8IW45;Q8IW45-2;Q8IW45-4 Q8IXM6;Q8IXM6-2 Q96JJ3;Q96JJ3-3 Q06136;Q06136-2 Q9NVH6-7;Q9NVH6;Q9NVH6-8;Q9NVH6-5;Q9NVH6-6;Q9NVH6-4 Q7L3T8 Q16595 Q9Y259 P33316 Q9NVE7"
62,9,0.3177,11.44,98.67,0.08927,0.982965,"Q96JB2;Q96JB2-2 Q14746-2;Q14746 Q12768 Q9UP83-2;Q9UP83;Q9UP83-3 Q96MW5 Q8WTW3 Q9H9E3;Q9H9E3-3;Q9H9E3-2 Q96M27 O94826"
63,11,0.3006,16.53,302.9,0.04843,0.999959,"Q96JG6 P53675;P53675-2 Q96DM3 P19838;P19838-2;P19838-3 O95361 Q96Q15;Q96Q15-2;Q96Q15-3;Q96Q15-4 Q9NZM3-2;Q9NZM3;Q9NZM3-4;Q9NZM3-3 Q15751 Q14139;Q14139-2 P61960;P61960-2 P46019"
64,5,0.3060,3.060,73.70,0.03527,0.798302,"P0DI82;P0DI81 Q9BV19 Q9H7C9 P50583 Q9Y5Z4;Q9Y5Z4-2"
65,7,0.3190,6.700,80.62,0.06612,0.998353,"Q9Y6X9;Q9Y6X9-2 Q12873;Q12873-3;Q12873-2 Q9Y232-2;Q9Y232;Q9Y232-4 Q9Y2K7;Q9Y2K7-3 Q7Z5J4;Q7Z5J4-2;Q7Z5J4-3 Q9NRY2;Q9NRY2-2 Q9UPU7;Q9UPU7-2"
66,13,0.3003,23.42,55.02,0.2243,0.640216,"Q8WUM0 P57740 P52948-5;P52948;P52948-2 Q92621 Q8N1F7;Q8N1F7-2 Q5SRE5;Q5SRE5-2 O75694;O75694-2 Q12769 Q9BW27 Q96EE3;Q96EE3-1 Q8NFH3;Q8NFH3-2 Q9Y2L1 P49792"
67,6,0.3082,4.623,42.68,0.07796,0.810761,"O14776-2;O14776 Q15020;Q15020-4 P42167 P42166 Q92917 P56545-2"
68,9,0.3030,10.91,166.3,0.05588,0.997641,"Q8TBP6 Q9Y530 Q7KZN9-2;Q7KZN9 Q9NTM9 Q9Y375 Q15120;Q15120-2 Q9BQ95;Q9BQ95-4;Q9BQ95-2 Q8N4P3;Q8N4P3-2 Q9UER7;Q9UER7-3;Q9UER7-4;Q9UER7-5"
69,7,0.3248,6.821,30.12,0.1339,0.695360,"Q13094 Q9UI08 P08575-2;P08575 P16150 P33241;P33241-3;P33241-2 A2RUS2;A2RUS2-2 P36551"
70,11,0.3086,16.97,170.3,0.08110,0.925719,"Q96JB2;Q96JB2-2 Q14746-2;Q14746 Q12768 Q10567-3;Q10567-4 Q9UP83-2;Q9UP83;Q9UP83-3 Q96MW5 Q9Y2V7;Q9Y2V7-2 Q8WTW3 Q9H9E3;Q9H9E3-3;Q9H9E3-2 Q9H267;Q9H267-2 Q9Y4P1-6;Q9Y4P1;Q9Y4P1-2;Q9Y4P1-4;Q9Y4P1-3"
71,3,0.3371,1.011,4.074,0.09122,0.985452,"Q8WW12 Q9NXV6 O75122-3"
72,3,0.3404,1.021,4.075,0.09203,0.668740,"O75340;O75340-2 P14550 O95861;O95861-4;O95861-2"
73,4,0.3478,2.087,61.20,0.02928,0.843839,"Q9H4I3;Q9H4I3-2 Q6NTF9;Q6NTF9-2 O15091;O15091-2;O15091-4 Q9UNY4"
74,7,0.3018,6.339,50.48,0.08951,0.989275,"Q86XI2;Q86XI2-2 Q9UNS1-2;Q9UNS1 Q13111;Q13111-3;Q13111-2 Q8WVB6;Q8WVB6-2;Q8WVB6-3 Q9Y2K7;Q9Y2K7-3 Q14202 Q9BWE0;Q9BWE0-4"
75,6,0.3144,4.716,112.6,0.03646,0.998474,"Q96KR1 Q15648 Q9UKX7-2 Q8IX12-2;Q8IX12 Q8IX01;Q8IX01-4;Q8IX01-3 O14981"
76,65,0.3000,624.1,3953,0.1326,1.00000,"Q96Q05-3 P48553 Q8N6L1;Q8N6L1-2 P60059 Q96AJ9-1;Q96AJ9 O75688;O75688-4;O75688-5 Q9BYC8 Q9Y6G5 Q16774 Q9GZQ3 Q9BU61;Q9BU61-2 Q5J8M3;Q5J8M3-2;Q5J8M3-3 Q9UKR5 Q8WUH2 Q12981;Q12981-1;Q12981-2;Q12981-3 Q8TE77;Q8TE77-3;Q8TE77-2 Q8WU76;Q8WU76-2 Q5TEU4 Q969J3;Q969J3-2 Q86VX2-2;Q86VX2 Q9UI14 Q70IA6;Q70IA6-3;Q70IA6-2 Q3ZAQ7 Q969Q5 Q9UM13 Q9BW61 Q9HAN9 Q9Y6K0 Q9UK45 O95070 Q10567-3;Q10567-4 Q8TDH9;Q8TDH9-2;Q8TDH9-3 Q9UP83-2;Q9UP83;Q9UP83-3 Q96MW5 Q9NYR9-2;Q9NYR9;Q9NYR9-3 Q7Z3J2;Q7Z3J2-2 O14972;O14972-2 P49768-2;P49768;P49768-7;P49768-6;P49768-3;P49768-5 Q15628;Q15628-2 Q96JG6 Q9HBF4;Q9HBF4-3 Q9H082 Q96B45 A6ZKI3 P24723;P24723-2 P53675;P53675-2 Q9Y2V7;Q9Y2V7-2 P56589 Q9H4I3;Q9H4I3-2 Q14964 Q86UA1 Q9NVV0 Q9BV68;Q9BV68-2 Q9HBH5 P51157;P51157-3 Q53ET0 Q96IW7 Q9BQE3 Q96DM3 Q96QG7;Q96QG7-2 Q2TAZ0;Q2TAZ0-3 Q8N573-8;Q8N573-5;Q8N573 Q8WUX9 Q9H2C0 Q32P41"
77,12,0.3109,20.52,135.9,0.1137,0.969699,"P53621 P53618 P35606;P35606-2 Q9Y678 P61923;P61923-4;P61923-5;P61923-3 P48444;P48444-2 Q9UHB9;Q9UHB9-4;Q9UHB9-2 Q10567-2;Q10567 O14976;O14976-2 O94979;O94979-4 Q8N3C0 O43396"
78,3,0.3372,1.012,3.537,0.09590,0.904785,"Q9NNW7;Q9NNW7-2 Q96AB3;Q96AB3-3 Q6P1X6;Q6P1X6-2"
79,5,0.3210,3.210,89.72,0.03119,0.734565,"P15498;P15498-2 P62491 P61018 Q9BV40 P18433-4;P18433-2;P18433-3;P18433"
80,9,0.3075,11.07,141.3,0.06499,0.998216,"Q9UK41;Q9UK41-2 Q99816;Q99816-2 Q9NUG6 Q8NEZ2;Q8NEZ2-2 Q9NRY5 Q86Y82 P63098 O95989 P33527;P33527-3;P33527-9;P33527-2;P33527-4;P33527-5;P33527-7;P33527-6;P33527-8"
81,6,0.3027,4.541,86.92,0.04388,0.984681,"Q8WXD5 Q9NR09 P63208;P63208-2 Q9NWS0 O95801 Q6L8Q7;Q6L8Q7-2"
82,16,0.3087,37.05,209.7,0.1329,0.986266,"P53621 P53618 P35606;P35606-2 Q9Y678 O14579;O14579-3;O14579-2 P61923;P61923-4;P61923-5;P61923-3 P48444;P48444-2 Q96JB5;Q96JB5-2;Q96JB5-3 O94874;O94874-2;O94874-3 Q9UHB9;Q9UHB9-4;Q9UHB9-2 Q9H8Y8;Q9H8Y8-2 Q92575 P61011;P61011-2 Q8WVM8;Q8WVM8-2 O94979;O94979-4 Q7Z3U7-5;Q7Z3U7-6"
83,19,0.3105,53.09,185.1,0.1923,0.878554,"P25705;P25705-3 P06576 P39656;P39656-3;P39656-2 P04844;P04844-2 P48047 P24539 P56134;P56134-3 P36542 Q9BVK6 P56385 O75390 P53597 Q96I99;Q96I99-2 Q99714;Q99714-2 P09622;P09622-2;P09622-3 P40616;P40616-2 Q16698-2;Q16698 Q9H2U2;Q9H2U2-2;Q9H2U2-3;Q9H2U2-6 Q16836;Q16836-3;Q16836-2"
84,4,0.3412,2.047,20.73,0.06651,0.667497,"Q96B26 P11441 Q9NXH9;Q9NXH9-2 P53365;P53365-3;P53365-2"
85,8,0.3018,8.451,157.8,0.04636,0.886427,"Q9H9T3;Q9H9T3-5 Q99856 Q8TEU7;Q8TEU7-4;Q8TEU7-5;Q8TEU7-3 Q9H000;Q9H000-2 Q9Y2L9-2;Q9Y2L9;Q9Y2L9-3 Q9Y4C1 Q99570 O00411"
86,11,0.3021,16.62,247.2,0.05814,0.997626,"Q96S44 P67870 Q05DH4 O15514 Q8WVK2 Q9NWB6 P83876 P82979 Q5BKZ1 Q96QD8;Q96QD8-2 Q9BSV6"
87,6,0.3049,4.573,116.1,0.03447,0.998474,"Q13427;Q13427-2 Q14151 Q05519-2;Q05519 Q8WUQ7;Q8WUQ7-2 Q14966;Q14966-3;Q14966-5 Q96QD8;Q96QD8-2"
88,36,0.3002,189.1,1175,0.1317,0.999998,"Q16594 Q12789;Q12789-3 Q12830;Q12830-4;Q12830-2 Q86VM9 P38432 Q9UIG0;Q9UIG0-2 Q9H9B1;Q9H9B1-3;Q9H9B1-4 Q9UBD5-2 O43913 O95104;O95104-2;O95104-3 Q7Z3K3-5;Q7Z3K3-2;Q7Z3K3;Q7Z3K3-7;Q7Z3K3-3;Q7Z3K3-6 Q9UHR5-2;Q9UHR5 Q86UE8-2;Q86UE8;Q86UE8-3 Q15047-3;Q15047 Q8IWZ8 P22670 Q96KQ7-2;Q96KQ7 Q93074-3;Q93074;Q93074-2 P25490 Q6PD62 O95696-2 Q9HCK8;Q9HCK8-2 O60942;O60942-2;O60942-4;O60942-3 Q9H147 O60264 Q9Y5Q9;Q9Y5Q9-2 Q8N7H5-3;Q8N7H5;Q8N7H5-2 Q9UBW7 P49848;P49848-3;P49848-2 Q8N5C6;Q8N5C6-2 P49711;P49711-2 Q9Y232-2;Q9Y232;Q9Y232-4 Q8WVC0;Q8WVC0-2 O14646-2;O14646 Q9UBU8-2;Q9UBU8;Q9UBU8-3 P25440;P25440-2;P25440-3"
89,56,0.2673,411.7,566.2,0.3777,0.000327745,"P13010 P12956;P12956-2 P62308;A8MWD9 P62304 P62306 P22626 P09651;P09651-2;P09651-3 P61978-3 P31943 Q15233;Q15233-2 P23246;P23246-2 Q15717;Q15717-2 P62316 O43390;O43390-3 P62318-2;P62318 P26599;P26599-2;P26599-3 Q16630-2;Q16630;Q16630-3 P07910-2;P07910-4 P52597 P14866;P14866-2 P52272;P52272-2 Q13151 Q13838;Q13838-2 P84090 P84103-2;P84103 Q13148 Q00839 Q01081;Q01081-4 Q12906-7;Q12906-4;Q12906-6 Q12905 Q07955;Q07955-3;Q07955-2 Q92945 P43243 P09012 Q07666;Q07666-2;Q07666-3 P62995;P62995-3 O14979 P14678;P14678-2;P14678-3 P38159;P38159-2 Q86U42-2;Q86U42 Q08211 P19338 Q96PK6 Q14103-3;Q14103 Q86V81 Q9BWJ5 P49458 P06748;P06748-2 P38919 Q01844-6;Q01844-3;Q01844;Q01844-5;Q01844-2 P51991 Q92804-2;Q92804 Q99729-3;Q99729-2 Q9UKM9 O43143 P17844;P17844-2"
90,87,0.3003,1123,4778,0.1849,1.00000,"Q9Y291 Q96EL2 Q9P0U1 Q96Q05-3 P48553 P82912-2;P82912;P82912-3 O60783 Q9NRP0;Q9NRP0-2 Q8N6L1;Q8N6L1-2 P60059 Q9NQ50 Q96AJ9-1;Q96AJ9 O75688;O75688-4;O75688-5 Q9Y5U9 Q9BYC8 Q9Y6G5 Q16774 Q9GZQ3 Q9BU61;Q9BU61-2 Q5J8M3;Q5J8M3-2;Q5J8M3-3 Q7Z4G1;Q7Z4G1-2 Q9UKR5 Q8TBQ9 Q9BYC9 Q96BP2 Q12981;Q12981-1;Q12981-2;Q12981-3 Q8IVH4 Q8WU76;Q8WU76-2 Q10469 Q6P161 Q5TEU4 Q969J3;Q969J3-2 Q15388 Q86VX2-2;Q86VX2 Q9BQ48 Q9UI14 Q9Y6D0 Q7Z7F7;Q7Z7F7-2 Q3ZAQ7 Q969Q5 Q9UM13 Q9NX47 Q8IYS2;Q8IYS2-2 Q9HAN9 Q9Y6K0 Q8TCC3-2;Q8TCC3;Q8TCC3-3 Q9UK45 O95070 P60604;P60604-2 Q96A57-2;Q96A57 O43819 Q8TDH9;Q8TDH9-2;Q8TDH9-3 Q9NYR9-2;Q9NYR9;Q9NYR9-3 P52655 Q9NZ43;Q9NZ43-2 P49768-2;P49768;P49768-7;P49768-6;P49768-3;P49768-5 O95772-2 Q9BSF4 Q9P2W9 Q9BSR8 Q96RQ9;Q96RQ9-2 Q15052;Q15052-2 Q9HBF4;Q9HBF4-3 Q9H082 Q96B45 P24723;P24723-2 O14657 Q96NB2 O95363 P56589 Q14964 Q0PNE2;Q0PNE2-2 Q8N138-4;Q8N138 Q9UGM6 Q86Y79 Q99735;Q99735-2 Q9UBI1 Q9NPA0 Q9HBH5 Q9UHP3-1 Q8NI60;Q8NI60-4 P27701;P27701-2 Q9HC36 Q9GZT8-2;Q9GZT8;Q9GZT8-3 Q8N573-8;Q8N573-5;Q8N573 Q96AA3 Q9BQP7"
91,5,0.3019,3.019,54.92,0.04444,0.996692,"Q8IUX4 Q8TE02;Q8TE02-4;Q8TE02-2;Q8TE02-3 Q9HD47;Q9HD47-2;Q9HD47-4;Q9HD47-3 A6NIH7 Q9NUJ3"
92,84,0.4522,1576,179.8,0.8192,0.00000,"P62906 P39023 P63220 P62857 P46783 P39019 P18124 P62269 P62081 P62899;P62899-3;P62899-2 P61254 Q02878 P61353 P62280 P62249 P23396 P62701 P61247 P62917 P18621;P18621-3;P18621-2 P40429 P62241 P62244 P46776 Q02543 P25398 P60866;P60866-2 P46779 P46778 P30050;P30050-2 P08865 P62273;P62273-2 P62851 P62913 P62263 P27635 P32969 P61313 P62277 P62424 P63244 P0CW22;P08708 P62847;P62847-2;P62847-3 P84098 P62753 P46777 P26373;P26373-2 P62854 P05388;Q8NHW5 P36578 P50914 P62750 P42766 P62841 P49207 P62829 P15880 P42677 P62861 P05386 P05387 P46782 P46781 P62266 P61513 P18077 Q07020;Q07020-2 P62888 P83731 Q9Y3U8 E9PAV3;Q13765;E9PAV3-2 Q969Q0 P62910 Q9ULJ8-5;Q9ULJ8-3;Q9ULJ8;Q9ULJ8-4 P35268 Q86VV8;Q86VV8-3 P13639 P47914 Q59GN2;P62891 P68104;Q5VTE0;P68104-2 P63173 Q8NC51 Q15181 Q9C037"
93,3,0.3307,0.9921,4.077,0.08963,0.808633,"O95400 O14545 Q5T3I0;Q5T3I0-3"
94,6,0.3464,5.197,63.18,0.06465,0.997463,"O60216 O14776-2;O14776 O43670-2;O43670;O43670-4;O43670-3 Q12972;Q12972-2 Q8IX12-2;Q8IX12 Q9NYB0"
95,4,0.3513,2.108,8.144,0.1155,0.943824,"Q16851-2 P26038 Q6IBS0 P08648"
96,3,0.3379,1.014,4.565,0.08754,0.808633,"Q13724;Q13724-2 Q969X5;Q969X5-2 Q9Y3E5"
97,5,0.3054,3.054,77.70,0.03365,0.969949,"Q9NTI5-2;Q9NTI5 Q9H930;Q9H930-2;Q9H930-1 Q15554;Q15554-4 Q9UBL3 Q9UBB5"
98,3,0.3367,1.010,3.571,0.09545,0.808633,"Q04206;Q04206-3;Q04206-4 O75175;O75175-2 Q7Z739"
99,10,0.3034,13.65,130.5,0.08316,0.984395,"P09914;P09914-2 O14879 Q6ZS81;Q6ZS81-4;Q6ZS81-5 P56377 P20591;P20591-2 A6NC98;A6NC98-4;A6NC98-2 Q38SD2 Q53GL7 P00973;P00973-2;P00973-3 Q8IVG5"
100,40,0.3013,235.0,1468,0.1318,1.00000,"Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5;Q9BXP5-5 Q99590;Q99590-2 O75400 P49756 Q8WYP5;Q8WYP5-3;Q8WYP5-2 O94913 Q9ULU4-13;Q9ULU4-16;Q9ULU4-9;Q9ULU4-22;Q9ULU4-23 Q8WXA9-2;Q8WXA9 Q9ULV3-5;Q9ULV3;Q9ULV3-2;Q9ULV3-3;Q9ULV3-4 Q01130;Q01130-2 Q14562 Q7L014 Q9NYF8-2;Q9NYF8;Q9NYF8-4 Q8N3X1;Q8N3X1-2 Q5T200;Q5T200-2 Q96ST2;Q96ST2-2;Q96ST2-3 Q02040 Q8N201 Q9P2N5 Q9H307;Q9H307-2 Q9UBB9 Q9H0E3;Q9H0E3-3;Q9H0E3-2 Q8IYB3-2;Q8IYB3 Q13428-3;Q13428-8;Q13428-5 O60885;O60885-2;O60885-3 Q96T37-4;Q96T37-2;Q96T37-3;Q96T37 Q96MU7;Q96MU7-2 Q15554;Q15554-4 Q5T8P6 Q9Y2W1 P55081 Q15648 Q05519-2;Q05519 Q9UKV3;Q9UKV3-3;Q9UKV3-2 Q9HCG8 O75376 Q15007;Q15007-2 Q12872;Q12872-2 Q12888;Q12888-2;Q12888-3 Q86WJ1;Q86WJ1-2;Q86WJ1-3"
101,6,0.3082,4.624,88.00,0.04419,0.977336,"Q6NZ67 Q96LR5 P13984 Q96PU8-9;Q96PU8-8;Q96PU8-6;Q96PU8 Q2TAL8 Q9Y5B0;Q9Y5B0-4"
102,17,0.3006,40.88,324.8,0.1023,0.999321,"Q99459 P49756 O60216 P98175-2;P98175 Q9P2N5 Q9H307;Q9H307-2 Q9Y6D9 Q13435 O15355 O14776-2;O14776 Q13428-3;Q13428-8;Q13428-5 Q96I25 Q9Y2W2 Q86WB0;Q86WB0-2 P33240-2;P33240 P35658-5 Q8IX12-2;Q8IX12"
103,5,0.3108,3.108,45.19,0.05331,0.996692,"Q9Y312 Q9UI30;Q9UI30-2 Q9UJX3;Q9UJX3-2 Q8IWZ3-6;Q8IWZ3;Q8IWZ3-4 Q14671-2;Q14671-3"
104,7,0.3406,7.152,64.74,0.08327,0.998353,"Q15363 P49755 Q9BVK6 P51149 O75352-2;O75352 Q9NYU2-2;Q9NYU2 Q9NVJ2;Q9NVJ2-2"
105,7,0.3029,6.362,53.71,0.08589,0.350739,"P09467 Q9Y365 A0AV96-2;A0AV96 P23443-5;P23443;P23443-4;P23443-3;P23443-2 Q96LA8;Q96LA8-2 Q8TCU6 Q8NCL4"
106,35,0.3000,178.5,366.6,0.2902,0.0591169,"Q9Y5J1 Q5QJE6 Q8NI36 Q15269 Q9H8H0 Q9H583 Q15061 Q9UNX4 O15213 Q8NEJ9-2;Q8NEJ9 Q9H6R4-4;Q9H6R4;Q9H6R4-2;Q9H6R4-3 Q12788 Q8TED0;Q8TED0-3;Q8TED0-2 Q969X6;Q969X6-3;Q969X6-2 Q9NV31 Q9BXY0 P78316;P78316-2 Q14146 Q9NV06 Q9NYH9 Q9NQZ2 Q5JTH9;Q5JTH9-3;Q5JTH9-2 Q9H0A0;Q9H0A0-2 Q14978-2;Q14978 O60287 Q9Y2P8 Q14692 Q9BQG0;Q9BQG0-2 Q9BSC4;Q9BSC4-2;Q9BSC4-4 Q9BVI4 Q14690 O43818 Q9Y3T9 Q9Y3A4 Q8NHQ9"
107,22,0.3029,69.97,486.9,0.1164,0.999901,"Q14683 P62316 Q9Y3B4 Q15459;Q15459-2 O75533 Q15029-2;Q15029;Q15029-3 Q96DI7;Q96DI7-2 Q16629-3;Q16629-2;Q16629-4;Q16629 Q12874 P09012 Q13769 P12270 Q9HCS7 Q96I25 O60306 Q96KR1 Q9NTZ6 Q9NW64;Q9NW64-2 Q9BZZ5-2;Q9BZZ5-3;Q9BZZ5-5;Q9BZZ5-1 O75940 O00148;O00148-2;O00148-3 Q3ZCQ8-2;Q3ZCQ8;Q3ZCQ8-3"
108,5,0.3069,3.069,31.38,0.06903,0.969949,"P14317 O75298;O75298-3;O75298-2 P30447 Q96AP7 P41226"
109,9,0.3036,10.93,115.0,0.07593,0.999457,"Q9Y5V0 Q13469-3;Q13469-4;Q13469-2;Q13469;Q13469-5 Q8IV48 Q9Y2Y0-2;Q9Y2Y0 Q9NRY4 Q9Y2S6 Q5VW36 Q9Y3E7;Q9Y3E7-4;Q9Y3E7-3 Q9BTE7"
110,4,0.3505,2.103,63.25,0.02867,0.992931,"Q3ZCM7 Q99490 Q8WXE1-2;Q8WXE1;Q8WXE1-5 Q9Y508;Q9Y508-2"
111,5,0.3113,3.113,44.42,0.05410,0.996692,"Q96HJ9-2;Q9Y383-3 Q9Y383 P18583-5;P18583-7;P18583;P18583-9;P18583-2;P18583-10;P18583-4 Q5BKZ1 Q9NYV4-2;Q9NYV4;Q9NYV4-3"
112,7,0.3186,6.691,129.7,0.04448,0.951651,"P09661 Q9UHX1-2;Q9UHX1-4 Q8IXH7-4;Q8IXH7 Q8N684-2;Q8N684;Q8N684-3 Q15366-3 Q6IN85;Q6IN85-2;Q6IN85-4;Q6IN85-5 Q6L8Q7;Q6L8Q7-2"
113,5,0.3052,3.052,55.60,0.04445,0.928164,"Q9UKS6 Q86TU7;Q86TU7-3;Q86TU7-2 O15116 O14908 Q9BXR0;Q9BXR0-2"
114,3,0.3351,1.005,4.549,0.08701,0.668740,"Q15181 Q8WVY7 P56537"
115,6,0.3091,4.637,88.22,0.04422,0.967224,"Q6IQ49-2;Q6IQ49 O75376 Q9H6Z4-2 Q9BVL2-2;Q9BVL2-3;Q9BVL2 Q8IZ73;Q8IZ73-2 Q96T60;Q96T60-2"
116,6,0.3078,4.617,66.70,0.05542,0.995880,"Q15369;Q15369-2 Q9UKK9 Q9GZS3 O60884 P12081;P12081-4;P12081-2;P12081-3 Q96DH6-2"
117,9,0.3082,11.10,151.6,0.06141,0.982965,"Q8TCS8 O43837;O43837-2 O75431;O75431-2 O75880 Q9Y697-2 Q9UJZ1;Q9UJZ1-2 O43169 Q8N183 Q96ER9;Q96ER9-2"
